total_debt_value,avg_parcel_value,max_debt_value,total_fines_only,total_ressarcimento_only,has_daily_fine,total_paid_amount,percent_paid_amount,n_installments,n_broken_installments,n_reopened_installments,perc_broken_installments,perc_failed_installments,is_civil_servant,n_processos,n_transitado_em_julgado,n_protests,n_failed_protests,perc_failed_protests,n_pge_handovers
900.0,300.0,300.0,900.0,0.0,0,970.79,1.0786555555555555,0,0,0,0.0,0.0,0,2,1,0,0,0.0,0
372747.1616,1319.0695999999998,11840.0,356347.1616,16400.0,0,101624.55,0.2726366837074797,2,18,0,9.0,9.0,0,4,67,0,0,0.0,0
612591.35,15777.3325,172307.7,361535.32,251056.03000000003,0,0.0,0.0,0,0,0,0.0,0.0,0,6,23,2,0,0.0,2
133575.2407,1664.0673757575757,22642.13,85020.9807,48554.26,0,1579.76,0.011826742678667694,1,8,0,8.0,8.0,0,3,46,3,0,0.0,3
13600.0,6800.0,6800.0,13600.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0
221771.9916,10534.0,25800.0,192381.3916,29390.6,0,14162.99,0.06386284353501742,0,0,0,0.0,0.0,0,8,36,1,0,0.0,0
926285.1939,1832.7170689655172,6206.8,926285.1939000001,0.0,0,549173.79,0.5928776510912123,6,144,88,24.0,38.666666666666664,0,2,263,0,0,0.0,0
1500.0,,1500.0,0.0,1500.0,0,0.0,0.0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0
665983.85,1493.7246511627907,8700.0,665983.85,0.0,0,621363.4400000001,0.9330007627061828,2,72,72,36.0,72.0,0,1,96,1,0,0.0,0
104450.0,10162.5,34800.0,104450.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,4,9,1,0,0.0,0
2825865.32,705.5841469816273,10996.0,2820727.54,5137.78,0,2978438.34,1.0539916106122142,9,378,205,42.0,64.77777777777777,0,5,404,3,294,98.0,0
293025.44,40600.0,55510.0,265592.69,27432.749999999996,0,0.0,0.0,0,0,0,0.0,0.0,0,12,23,1,0,0.0,0
1053934.844,17100.939000000002,351784.44,420373.53400000004,633561.31,0,0.0,0.0,0,0,0,0.0,0.0,0,13,25,0,0,0.0,3
18634.0,,10500.0,7650.0,10984.0,0,0.0,0.0,0,0,0,0.0,0.0,0,5,6,0,0,0.0,0
88854.1656,1458.3133333333333,3808.0,87700.46560000001,1153.7,0,4927.9400000000005,0.05546099011479548,0,0,0,0.0,0.0,0,4,41,0,0,0.0,0
72040.0,1895.0,7920.0,72040.0,0.0,0,8484.810000000001,0.11777915047196004,1,6,0,6.0,6.0,0,4,14,3,0,0.0,1
523462.5392,2309.309473684211,20000.0,523462.5392,0.0,0,445303.38,0.8506881517836034,13,70,11,5.384615384615385,6.230769230769231,1,6,94,3,18,6.0,0
182188.6517,,15120.0,167068.65169999996,15120.0,0,9572.36,0.0525409234366709,0,0,0,0.0,0.0,0,1,71,0,0,0.0,0
584185.3197,7772.8,337666.93,246518.3897,337666.93,0,2325.39,0.0039805690447582125,0,0,0,0.0,0.0,0,6,29,4,0,0.0,1
204901.613,1000.0,8558.0,182426.343,22475.27,0,17374.17,0.08479274392046879,0,0,0,0.0,0.0,0,4,151,0,0,0.0,0
70204.78,7611.6225,37392.0,70204.78,0.0,0,1969.98,0.028060482491363125,1,2,0,2.0,2.0,0,4,6,0,0,0.0,1
537568.3871,26749.542857142857,58489.4,419635.67709999986,117932.71,0,7360.46,0.013692136994340751,0,0,0,0.0,0.0,0,6,40,0,0,0.0,0
137740.444,3536.2999999999997,9999.98,137740.44400000002,0.0,0,10036.23,0.07286334869081734,0,0,0,0.0,0.0,0,2,21,0,0,0.0,0
277858.526,11063.122307692307,126907.87,143820.596,134037.93,0,0.0,0.0,0,0,0,0.0,0.0,0,4,16,0,0,0.0,1
129368.73,1336.5633333333333,60000.0,92094.58,37274.15,0,0.0,0.0,0,0,0,0.0,0.0,0,5,28,5,0,0.0,4
29616.260000000002,,12243.7,5819.0599999999995,23797.2,0,0.0,0.0,0,0,0,0.0,0.0,0,7,11,0,0,0.0,0
181161.83,,43515.0,57934.479999999996,123227.35,0,0.0,0.0,0,0,0,0.0,0.0,0,12,18,0,0,0.0,0
2192.8,250.0,1692.8,500.0,1692.8,0,0.0,0.0,0,0,0,0.0,0.0,0,2,3,0,0,0.0,0
30407.61,,9931.61,15167.61,15240.0,0,0.0,0.0,0,0,0,0.0,0.0,0,3,5,0,0,0.0,0
32740.800000000003,10913.6,10913.6,32740.800000000003,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,1,3,0,0,0.0,0
900.0,450.0,450.0,900.0,0.0,0,925.14,1.0279333333333334,0,0,0,0.0,0.0,0,1,2,0,0,0.0,0
5469.6720000000005,1300.0,1300.0,5469.672,0.0,0,921.5,0.16847445331273977,0,0,0,0.0,0.0,0,1,5,0,0,0.0,0
13809.9734,690.856,6859.18,10424.545900000001,3385.4275,0,10876.630000000001,0.7875923931902722,0,0,0,0.0,0.0,0,5,12,0,0,0.0,0
20383.3073,,11518.2,4865.1073,15518.2,0,75.02,0.0036804625910732353,0,0,0,0.0,0.0,0,3,5,0,0,0.0,0
289687.1213,5553.2064,14050.0,289408.8413,278.28,0,11546.91,0.03985993560287417,2,11,7,5.5,9.0,0,3,37,1,0,0.0,1
16000.0,8000.0,8000.0,16000.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,1,2,0,0,0.0,0
164626.56,10048.56,98985.6,65640.96,98985.6,0,0.0,0.0,0,0,0,0.0,0.0,0,2,8,2,0,0.0,2
67973.7891,2975.2380952380954,18830.0,62480.0,5493.7891,0,6244.8,0.0918707060866201,0,0,0,0.0,0.0,0,7,26,0,0,0.0,0
130746.55,9006.141666666666,12291.4,124101.55,6645.0,0,0.0,0.0,0,0,0,0.0,0.0,0,4,17,2,0,0.0,1
117171.2504,653.9233333333333,4060.0,117171.25039999999,0.0,0,155052.24,1.3232959405202351,1,0,0,0.0,0.0,0,2,39,0,0,0.0,0
8460.0,,4650.0,2465.0,5995.0,0,0.0,0.0,0,0,0,0.0,0.0,0,4,6,0,0,0.0,0
2507.0,,770.0,857.0,1650.0,0,2032.1999999999998,0.8106102911846829,0,0,0,0.0,0.0,0,4,5,0,0,0.0,0
57742.16,4551.133333333333,12348.75,41960.2,15781.96,0,0.0,0.0,0,0,0,0.0,0.0,1,3,12,1,0,0.0,1
144295.62,6764.756153846154,14282.26,125663.35999999999,18632.260000000002,0,711.34,0.004929740764134075,1,2,0,2.0,2.0,0,4,22,3,0,0.0,2
234369.38499999998,12058.8,37662.35,196707.03499999997,37662.35,0,0.0,0.0,0,0,0,0.0,0.0,0,2,18,2,0,0.0,2
1406718.7465,10507.416666666666,112814.96,1272538.9864999999,134179.76,0,88636.98,0.06300973824407621,0,0,0,0.0,0.0,0,9,114,1,0,0.0,2
6000.0,2000.0,2000.0,6000.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0
2785.068,,2531.88,253.188,2531.88,0,0.0,0.0,0,0,0,0.0,0.0,0,1,2,0,0,0.0,0
73548.0372,1875.0633333333333,13502.5,43394.777599999994,30153.259599999998,0,47338.520000000004,0.6436408339664026,0,0,0,0.0,0.0,0,4,22,1,4,4.0,0
292736.0,10802.347826086956,12368.0,292736.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,4,27,4,0,0.0,0
193984.0,7869.727272727273,31250.0,193984.0,0.0,0,22946.48,0.11829058066644671,0,0,0,0.0,0.0,0,6,28,5,0,0.0,4
690859.9261,1076.4662090909092,27684.08,690859.9261,0.0,0,94424.76830000001,0.1366771536931385,2,21,10,10.5,15.5,0,2,34,1,0,0.0,0
7900.0,,6400.0,7900.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,3,3,0,0,0.0,0
136054.81,9150.0,30278.28,74540.0,61514.81,0,0.0,0.0,0,0,0,0.0,0.0,0,4,12,0,0,0.0,0
239226.682,12382.477499999999,72724.39,147084.97199999998,92141.70999999999,0,0.0,0.0,0,0,0,0.0,0.0,0,3,13,2,0,0.0,1
4798467.61,11538.793333333335,2508767.8,129375.42,4669092.1899999995,0,0.0,0.0,0,0,0,0.0,0.0,0,15,23,0,0,0.0,0
122884.0,16618.666666666668,46600.0,122884.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,3,5,0,0,0.0,1
40180.0,,21890.0,500.0,39680.0,0,0.0,0.0,0,0,0,0.0,0.0,0,2,4,0,0,0.0,0
175096.8765,4331.25,6600.0,175096.8765,0.0,0,4800.0,0.027413395920857557,2,0,0,0.0,0.0,0,2,42,1,0,0.0,0
353189.59,6611.1023076923075,55100.0,209144.33,144045.26,0,0.0,0.0,0,0,0,0.0,0.0,0,10,20,1,0,0.0,3
447586.58,6226.329803921569,32109.62,447586.57999999996,0.0,0,97422.0,0.21766068142615,2,0,0,0.0,0.0,0,3,42,0,0,0.0,0
608.2,,467.85,140.35,467.85,0,363.2,0.5971719829003617,0,0,0,0.0,0.0,0,1,2,0,0,0.0,0
54889.92,4801.1211111111115,9180.0,53941.479999999996,948.44,0,0.0,0.0,0,0,0,0.0,0.0,0,1,12,2,0,0.0,0
64783.12,5889.374545454546,17728.31,64783.12,0.0,0,1006.71,0.015539696143069368,0,0,0,0.0,0.0,1,5,8,0,0,0.0,0
15510.0,3520.0,4950.0,15510.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,2,1,0,0,0.0,0
112228.0398,,12600.0,112228.03980000001,0.0,0,13439.67,0.11975322765995598,0,0,0,0.0,0.0,0,1,13,0,0,0.0,0
636998.7072,13894.477499999999,14978.0,636998.7072000001,0.0,0,12707.21,0.019948564818688536,0,0,0,0.0,0.0,0,3,59,2,0,0.0,1
173780.0,24825.714285714286,38312.0,173780.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,3,3,0,0,0.0,0
174171.8843,8170.17,29600.0,120469.0949,53702.7894,0,1490.42,0.008557179053266981,0,0,0,0.0,0.0,0,7,23,2,0,0.0,2
415724.572,6730.824210526316,15299.98,415724.5719999999,0.0,0,22841.42,0.05494363705785474,2,8,0,4.0,4.0,0,2,44,1,0,0.0,0
94035.38,5336.0,34070.0,75263.78,18771.6,0,3360.87,0.03574048406036111,0,0,0,0.0,0.0,0,7,15,1,0,0.0,1
455728.2757,1243.9276620689654,11000.0,455449.9957,278.28,0,274379.67,0.6020685672368079,5,41,34,8.2,15.0,0,2,100,0,0,0.0,0
3226.75,,3226.75,0.0,3226.75,0,0.0,0.0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0
142800.0,3400.0,3400.0,142800.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,1,42,3,0,0.0,2
906871.82,1122.3651724137933,11850.0,906871.82,0.0,0,761827.13,0.840060428826645,6,118,87,19.666666666666668,34.166666666666664,0,5,151,2,0,0.0,0
76456.5,8270.65,13453.91,66165.2,10291.3,0,0.0,0.0,0,0,0,0.0,0.0,0,1,9,2,0,0.0,0
332684.86,19195.985999999997,85086.02,241228.44000000003,91456.42,0,0.0,0.0,0,0,0,0.0,0.0,0,5,17,3,0,0.0,1
66705.92,2000.0,35158.4,31547.52,35158.4,0,0.0,0.0,0,0,0,0.0,0.0,0,2,13,1,10,10.0,2
7433.400000000001,2477.8,2477.8,7433.400000000001,0.0,0,8101.799999999999,1.089918476067479,0,0,0,0.0,0.0,0,1,3,1,0,0.0,0
16239.3671,,11350.0,16239.3671,0.0,0,2986.66,0.18391480293588536,0,0,0,0.0,0.0,0,3,5,0,0,0.0,0
15890.04,,7800.04,9000.04,6890.0,0,0.0,0.0,0,0,0,0.0,0.0,0,3,4,0,0,0.0,0
30906.09,4925.566000000001,10200.0,24627.83,6278.26,0,0.0,0.0,0,0,0,0.0,0.0,0,2,0,0,0,0.0,0
1016839.73,,275738.39,88876.8,927962.93,0,0.0,0.0,0,0,0,0.0,0.0,0,12,30,0,0,0.0,0
184354.485,9027.813333333334,11999.99,163227.865,21126.62,0,1864.21,0.010112094642015356,0,0,0,0.0,0.0,0,4,20,1,0,0.0,0
285831.4166,4235.555555555556,24659.09,224901.95659999998,60929.46,0,2831.37,0.009905734064083982,0,0,0,0.0,0.0,0,7,61,4,0,0.0,2
122297.949,2634.08,35684.13,31647.639000000003,90650.31,0,1160.42,0.009488466564553754,0,0,0,0.0,0.0,0,9,19,0,0,0.0,0
313197.0,1753.6972307692308,14000.0,313197.00000000006,0.0,0,248208.84,0.7925006944510963,3,32,28,10.666666666666666,20.0,1,3,65,0,0,0.0,0
1393989.8476,2493.531056910569,12093.75,1381896.0976,12093.75,0,264296.64,0.18959724882862913,6,241,163,40.166666666666664,67.33333333333333,1,2,263,0,0,0.0,1
6726028.0934999995,2038.5361758620688,41400.0,6726028.0934999995,0.0,0,4224989.29,0.6281551654657834,10,502,0,50.2,50.2,0,4,564,0,0,0.0,0
40405.83,,13040.0,17225.41,23180.42,0,0.0,0.0,0,0,0,0.0,0.0,0,3,6,0,0,0.0,0
10680.0,,7920.0,8520.0,2160.0,0,0.0,0.0,0,0,0,0.0,0.0,0,2,3,0,0,0.0,0
60320.0,339.07,2320.0,60320.0,0.0,0,65806.78,1.0909612068965517,1,0,0,0.0,0.0,0,1,26,0,0,0.0,0
26590.3965,,9450.0,14564.3965,12026.0,0,2647.31,0.0995588764537603,0,0,0,0.0,0.0,0,3,16,0,0,0.0,0
1168259.535,18132.654642857142,447493.85,621378.615,546880.9199999999,0,0.0,0.0,0,0,0,0.0,0.0,0,10,39,0,0,0.0,4
992515.3583000001,7522.072857142857,369790.0,383960.3583000001,608555.0,0,3885.33,0.003914629599943794,0,0,0,0.0,0.0,0,18,65,11,0,0.0,9
18248.0,,13000.0,18248.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,8,8,0,0,0.0,0
77069.22,5801.74,11061.3,61529.66,15539.56,0,0.0,0.0,0,0,0,0.0,0.0,0,2,14,0,0,0.0,0
94133.6897,2637.9224999999997,33075.0,61058.6897,33075.0,0,14114.7,0.14994312923442116,1,0,0,0.0,0.0,0,2,19,0,0,0.0,0
188288.6966,,26750.0,179738.6966,8550.0,0,4458.77,0.023680497451592643,0,0,0,0.0,0.0,0,2,9,0,0,0.0,0
30100.0,4133.333333333333,4300.0,30100.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,3,7,1,0,0.0,0
53855.6,,47801.6,4474.0,49381.6,0,0.0,0.0,0,0,0,0.0,0.0,0,2,5,0,0,0.0,0
101138.08,3413.995,58279.88,28456.44,72681.64,0,0.0,0.0,0,0,0,0.0,0.0,0,7,13,2,0,0.0,2
1916510.4479000003,14611.18463157895,1180934.04,307612.288,1608898.1598999999,0,0.0,0.0,0,0,0,0.0,0.0,0,11,35,6,0,0.0,3
70245.43,,70245.43,0.0,70245.43,0,0.0,0.0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0
407465.07,,290637.96,116827.11,290637.96,0,0.0,0.0,0,0,0,0.0,0.0,0,4,5,0,0,0.0,0
605964.46,10558.037,394803.72,211160.74,394803.72,0,165468.36,0.27306611348130877,0,0,0,0.0,0.0,0,3,21,0,0,0.0,0
3157271.943,35443.84,1332095.33,1007908.8229999999,2149363.1199999996,0,0.0,0.0,0,0,0,0.0,0.0,0,9,34,0,0,0.0,0
84730.0,,40000.0,44730.0,40000.0,0,0.0,0.0,0,0,0,0.0,0.0,0,3,5,1,0,0.0,2
1882.0,,1022.0,1822.0,60.0,0,0.0,0.0,0,0,0,0.0,0.0,0,3,4,0,0,0.0,0
529436.2962,3317.845493617021,19270.71,510165.58619999996,19270.71,0,61830.65,0.11678581624226768,4,0,0,0.0,0.0,0,4,54,1,0,0.0,0
202745.741,16857.14285714286,19200.0,168566.571,34179.17,0,0.0,0.0,0,0,0,0.0,0.0,0,7,15,2,0,0.0,0
167184.0,16718.4,20250.0,167183.99999999997,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,2,10,2,0,0.0,1
165540.0,20692.5,41520.0,165540.0,0.0,0,85527.19,0.516655732753413,0,0,0,0.0,0.0,0,4,8,0,0,0.0,0
30626.0,1700.0,5700.0,27800.0,2826.0,0,7200.5,0.23511069026317508,0,0,0,0.0,0.0,0,3,14,1,0,0.0,1
3602729.33,15848.471666666666,661510.72,973909.97,2628819.36,0,0.0,0.0,0,0,0,0.0,0.0,1,8,22,2,0,0.0,1
32468.017,,7780.0,22124.717,10343.3,0,495.57,0.015263328216195032,0,0,0,0.0,0.0,0,7,16,0,0,0.0,0
1314820.1221,4847.833326666667,130465.36,1039360.4021000001,275459.72,0,170654.932,0.1297933680292586,7,112,24,16.0,19.428571428571427,0,9,171,2,0,0.0,2
19900.0,,12400.0,7500.0,12400.0,0,0.0,0.0,0,0,0,0.0,0.0,0,2,1,0,0,0.0,0
4660.0,,1200.0,2860.0,1800.0,0,0.0,0.0,0,0,0,0.0,0.0,0,3,7,0,0,0.0,0
52857.15,1493.5060606060606,2000.0,52857.15,0.0,0,41468.46,0.7845383264137397,1,6,0,6.0,6.0,0,3,35,1,6,6.0,0
114180.48,7136.28,7136.28,114180.48,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,1,16,2,0,0.0,2
22634.36,300.0,6070.01,10123.35,12511.01,0,0.0,0.0,0,0,0,0.0,0.0,0,8,14,1,0,0.0,1
6392.0,572.0,5720.0,672.0,5720.0,0,0.0,0.0,0,0,0,0.0,0.0,0,2,3,0,0,0.0,0
154359.26,8575.514444444445,19000.0,154359.26,0.0,0,2785.56,0.01804595331695682,0,0,0,0.0,0.0,1,4,13,0,0,0.0,0
6976.0,,6976.0,0.0,6976.0,0,0.0,0.0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0
48947.94,450.0,30400.0,1800.0,47147.94,0,33102.27,0.676275038336649,0,0,0,0.0,0.0,0,5,12,0,0,0.0,0
177745.2624,1671.7862235294117,73667.0,104078.2624,73667.0,0,10464.92,0.05887594335116298,4,18,8,4.5,6.5,1,8,34,0,0,0.0,0
149765.2,8557.627272727272,24920.0,124845.2,24920.0,0,0.0,0.0,0,0,0,0.0,0.0,0,2,15,1,0,0.0,1
9242.16,4621.08,4621.08,9242.16,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,1,2,0,0,0.0,0
146433.3334,589.9728991869919,8700.0,146433.3334,0.0,0,175753.89,1.2002314358296238,3,126,42,42.0,56.0,1,4,133,1,126,126.0,0
3250.0,687.5,1250.0,3250.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,2,4,1,0,0.0,1
129347.27620000001,,20325.88,99031.39620000002,30315.88,0,9071.82,0.07013537715299797,0,0,0,0.0,0.0,0,4,90,0,0,0.0,0
82380.0,13896.666666666666,14230.0,82380.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,3,6,2,0,0.0,0
42000.0,1782.608695652174,2000.0,42000.0,0.0,0,47169.81,1.1230907142857143,0,0,0,0.0,0.0,0,3,24,1,0,0.0,0
600.0,300.0,300.0,600.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,1,2,1,0,0.0,1
1000.0,,1000.0,1000.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0
1400.0,700.0,700.0,1400.0,0.0,0,1422.78,1.0162714285714285,0,0,0,0.0,0.0,0,1,2,0,0,0.0,0
55.0,,55.0,55.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0
600.0,300.0,300.0,600.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,1,2,1,0,0.0,0
1100.0,1100.0,1100.0,1100.0,0.0,0,1100.0,1.0,0,0,0,0.0,0.0,1,1,1,0,0,0.0,0
30403.050000000003,3378.116666666667,10024.35,30403.050000000003,0.0,0,287.75,0.009464510961893624,0,0,0,0.0,0.0,0,2,6,0,0,0.0,0
53899.93,7349.990000000001,9799.99,53899.92999999999,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,2,7,1,0,0.0,1
142870.4874,11197.6,12436.0,136095.48739999998,6775.0,0,150.0,0.0010499019267711967,0,0,0,0.0,0.0,0,5,19,2,0,0.0,1
57708.0,4423.333333333333,14420.0,57708.0,0.0,0,11865.119999999999,0.20560615512580577,0,0,0,0.0,0.0,0,3,13,3,0,0.0,0
550146.9964000001,2496.741304166667,13200.0,550146.9963999998,0.0,0,266548.68700000003,0.48450448469993684,5,37,33,7.4,14.0,1,3,53,0,0,0.0,2
9070.63,1100.0,2869.91,3059.87,6010.759999999999,0,0.0,0.0,0,0,0,0.0,0.0,0,6,14,0,0,0.0,1
6389.0,500.0,1064.0,6389.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,14,16,1,0,0.0,0
30000.0,,30000.0,0.0,30000.0,0,0.0,0.0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,1
8417.029999999999,,8117.03,300.0,8117.03,0,596.24,0.07083733811094889,0,0,0,0.0,0.0,0,1,2,0,0,0.0,0
7611.49,,5279.49,100.0,7511.49,0,0.0,0.0,0,0,0,0.0,0.0,0,2,1,0,0,0.0,0
6831.28,,6831.28,0.0,6831.28,0,0.0,0.0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0
39601.55,,18035.31,209.22,39392.33,0,0.0,0.0,0,0,0,0.0,0.0,0,3,5,0,0,0.0,0
86917.17,,86917.17,0.0,86917.17,0,0.0,0.0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0
10264.36,,10164.36,100.0,10164.36,0,216.16,0.021059276954432618,0,0,0,0.0,0.0,0,1,2,0,0,0.0,0
13253.99,,1450.0,12975.0,278.99,0,0.0,0.0,0,0,0,0.0,0.0,0,4,14,2,0,0.0,0
11423.47,,9634.97,0.0,11423.47,0,0.0,0.0,0,0,0,0.0,0.0,0,2,2,0,0,0.0,0
34722.9786,,4254.37,30468.6086,4254.37,0,14907.88,0.4293375914472959,0,0,0,0.0,0.0,0,1,31,0,0,0.0,0
106.41,,106.41,106.41,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0
4291722.43,292.5925925925926,3518019.35,520038.89,3771683.54,0,0.0,0.0,0,0,0,0.0,0.0,0,73,114,8,0,0.0,7
8829.26,,8829.26,0.0,8829.26,0,0.0,0.0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0
300.0,,300.0,300.0,0.0,0,515.85,1.7195,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0
571.28,,571.28,0.0,571.28,0,0.0,0.0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0
4535.19,,4535.19,0.0,4535.19,0,0.0,0.0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0
3515.0,,1757.5,0.0,3515.0,0,0.0,0.0,0,0,0,0.0,0.0,0,1,2,0,0,0.0,0
50.0,,50.0,50.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0
18.72,,18.72,0.0,18.72,0,0.0,0.0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0
3666.1322,,2949.01,717.1222,2949.01,0,591.76,0.16141261899939124,0,0,0,0.0,0.0,0,1,5,0,0,0.0,0
32080.489999999998,,27247.72,1000.0,31080.489999999998,0,0.0,0.0,0,0,0,0.0,0.0,0,3,4,0,0,0.0,0
19543.939,,7803.39,780.339,18763.6,0,0.0,0.0,0,0,0,0.0,0.0,0,3,4,0,0,0.0,0
20697.489999999998,475.0,11557.49,5890.0,14807.49,0,9565.01,0.46213381429342404,0,0,0,0.0,0.0,0,11,18,3,0,0.0,0
6579.0,300.0,2830.0,3749.0,2830.0,0,0.0,0.0,0,0,0,0.0,0.0,0,3,4,1,0,0.0,0
2228.0,,1128.0,400.0,1828.0,0,0.0,0.0,0,0,0,0.0,0.0,0,2,3,0,0,0.0,0
354965.4689,8501.242222222221,15374.76,351805.1489,3160.32,0,27165.09,0.0765288242943228,0,0,0,0.0,0.0,0,5,47,1,0,0.0,0
361523.2805,1700.0,61825.64,239101.95659999998,122421.32389999999,0,19952.92,0.05519124514582955,0,0,0,0.0,0.0,0,6,95,0,0,0.0,0
51632.17999999999,,23079.78,0.0,51632.17999999999,0,0.0,0.0,0,0,0,0.0,0.0,0,2,3,0,0,0.0,0
157459.062,300.0,107281.58,17687.842,139771.22,0,0.0,0.0,0,0,0,0.0,0.0,0,7,17,0,0,0.0,0
19745.627,,17950.57,1795.057,17950.57,0,0.0,0.0,0,0,0,0.0,0.0,0,1,2,0,0,0.0,0
482282.4054,,402554.73,79727.67540000001,402554.73,0,3340.09,0.006925589576981902,0,0,0,0.0,0.0,0,1,3,0,0,0.0,0
33285.31,,26329.67,0.0,33285.31,0,0.0,0.0,0,0,0,0.0,0.0,0,2,2,0,0,0.0,0
238.64999999999998,79.55,159.1,79.55,159.1,0,1816.3200000000002,7.610810810810812,0,0,0,0.0,0.0,0,1,2,0,0,0.0,0
45378.70999999999,,33917.84,300.0,45078.70999999999,0,0.0,0.0,0,0,0,0.0,0.0,0,4,5,0,0,0.0,0
55785.770000000004,,35888.23,100.0,55685.770000000004,0,0.0,0.0,0,0,0,0.0,0.0,0,4,4,0,0,0.0,0
495.0,55.0,55.0,495.0,0.0,0,432.33000000000004,0.8733939393939395,0,0,0,0.0,0.0,0,4,6,0,0,0.0,0
693650.89,,457735.23,18946.6,674704.2899999999,0,0.0,0.0,0,0,0,0.0,0.0,0,7,11,1,0,0.0,0
9310.72,,8516.72,300.0,9010.72,0,0.0,0.0,0,0,0,0.0,0.0,0,2,3,0,0,0.0,0
5017067.739,38515.799545454545,2059605.45,855220.0589999999,4161847.6799999997,0,0.0,0.0,0,0,0,0.0,0.0,0,6,35,1,0,0.0,0
2726416.266,,613770.76,15971.885999999999,2710444.38,0,6634.17,0.0024332931411582184,0,0,0,0.0,0.0,0,6,31,0,0,0.0,0
958.16,,958.16,0.0,958.16,0,0.0,0.0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0
16675.67,,16675.67,0.0,16675.67,0,0.0,0.0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0
56639.73,,56639.73,0.0,56639.73,0,0.0,0.0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,1
17201.72,,16701.72,500.0,16701.72,0,1733.74,0.10078875833346897,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0
22206.18,,9541.04,9841.04,12365.14,0,0.0,0.0,0,0,0,0.0,0.0,0,3,3,0,0,0.0,0
5800.0,,5800.0,0.0,5800.0,0,0.0,0.0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0
232807.56,6806.7699999999995,61949.62,122521.86000000002,110285.70000000001,0,0.0,0.0,0,0,0,0.0,0.0,0,1,20,0,0,0.0,1
55.0,,55.0,55.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0
20293.43,,20293.43,0.0,20293.43,0,0.0,0.0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0
44549.01,828.24,3570.0,41697.6,2851.41,0,13709.63,0.3077426411944956,1,11,0,11.0,11.0,0,2,13,1,0,0.0,1
5896.0,,5896.0,5896.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0
19786.39,,15169.45,1516.94,18269.45,0,0.0,0.0,0,0,0,0.0,0.0,0,3,4,0,0,0.0,0
2810.0,,880.0,300.0,2510.0,0,0.0,0.0,0,0,0,0.0,0.0,0,4,5,0,0,0.0,0
17095.98,,16595.98,500.0,16595.98,0,0.0,0.0,0,0,0,0.0,0.0,0,2,2,0,0,0.0,0
17508.45,,7906.67,100.0,17408.45,0,0.0,0.0,0,0,0,0.0,0.0,0,3,4,0,0,0.0,0
1437929.33,300.0,390016.06,29233.9,1408695.4300000002,0,0.0,0.0,0,0,0,0.0,0.0,0,7,15,0,0,0.0,0
