total_debt_value,current_outstanding_balance,percent_paid_amount,num_distinct_debts,total_multa_value,total_ressarcimento_value,has_ever_been_protested,protest_paid_amount,pge_paid_amount,num_installments,num_cancelled_installments,num_reopened_installments,age_oldest_decision,difference_in_years_decisions
63011.92,63011.92,0.0,7,33731.92,29280.0,1,0,0.0,0,0,0,13.0,3.0
18584.65,17821.0,0.04109036220752072,7,11918.630000000001,6666.02,0,0,0.0,3,3,0,12.0,0.0
170071.7238,142602.6938,0.16151438573235655,29,76868.61889999999,93203.1049,1,3,0.0,0,0,0,10.0,2.0
146974.4,146974.4,0.0,4,0.0,146974.4,0,0,0.0,0,0,0,14.0,1.0
7860.0,7860.0,0.0,1,7860.0,0.0,0,0,0.0,0,0,0,8.0,0.0
12699.39,-2061.6200000000003,1.1623400809015236,6,12419.64,279.75,0,0,0.0,0,0,0,14.0,6.0
35507.7731,33282.773100000006,0.06266233575768793,6,34235.6831,1272.09,1,0,0.0,1,0,0,15.0,0.0
74120.0,-21197.469999999998,1.2859885321100917,1,74120.0,0.0,0,0,0.0,17,0,0,11.0,0.0
3959.3552,2402.3352000000004,0.3932509010558083,7,3959.3552,0.0,0,0,0.0,0,0,0,11.0,0.0
2387772.0,2340435.0,0.019824757137616153,6,2374736.0,13036.0,1,18,0.0,66,0,0,13.0,0.0
56252.08,56252.08,0.0,5,8848.79,47403.29,0,0,0.0,0,0,0,13.0,0.0
124785.2924,120045.9924,0.03797963613218251,58,124785.2924,0.0,0,0,0.0,0,0,0,12.0,0.0
19828.95,19828.95,0.0,4,10100.0,9728.95,0,0,0.0,0,0,0,17.0,4.0
15261.0097,14428.0197,0.05458288909940211,12,7491.0097000000005,7770.0,0,0,0.0,0,0,0,17.0,4.0
409550.22,287454.9600000001,0.298120362381932,8,409550.22000000003,0.0,0,0,0.0,50,50,25,15.0,5.0
2971774.59,2971774.59,0.0,5,253989.27,2717785.32,1,0,0.0,0,0,0,13.0,0.0
270048.0,270048.0,0.0,2,270048.0,0.0,0,0,0.0,0,0,0,9.0,1.0
75481.2493,69409.2493,0.08044381957520144,9,47529.2493,27952.0,0,0,0.0,1,1,0,16.0,4.0
265067.4,265067.4,0.0,8,265067.4,0.0,1,0,0.0,0,0,0,11.0,9.0
27447.36,27447.36,0.0,1,27447.36,0.0,0,0,0.0,0,0,0,9.0,0.0
47425.36,47425.36,0.0,3,1000.0,46425.36,0,0,0.0,0,0,0,11.0,1.0
441526.45,-287291.9299999999,1.6506788664642855,10,399676.4499999999,41850.0,1,97,0.0,33,33,9,14.0,6.0
146837.7,142429.63,0.03002001529579937,43,146837.7,0.0,0,0,0.0,0,0,0,14.0,4.0
228821.24,228821.24,0.0,17,90136.6,138684.63999999998,0,0,0.0,0,0,0,23.0,10.0
443383.7125,443383.7125,0.0,25,105077.92249999999,338305.79,1,0,0.0,0,0,0,17.0,6.0
49785.024,49785.024000000005,0.0,3,20067.504,29717.52,0,0,0.0,0,0,0,13.0,0.0
842499.44,165435.28999999995,0.8036375074623193,11,835521.1900000001,6978.25,0,0,0.0,97,80,80,12.0,3.0
86759.0658,80600.97579999999,0.07097921056683394,4,85099.79999999999,1659.2658,0,0,0.0,0,0,0,9.0,1.0
24547.59,24547.59,0.0,7,4400.0,20147.59,0,0,0.0,0,0,0,18.0,6.0
5430.5851,2070.5851000000002,0.6187178615431328,6,3036.0,2394.5851000000002,0,0,0.0,0,0,0,15.0,0.0
448936.73,448936.73,0.0,14,391936.73,57000.0,1,0,0.0,0,0,0,9.0,6.0
72945.0,72945.0,0.0,8,20945.0,52000.0,1,0,0.0,0,0,0,14.0,5.0
195710.0485,193562.80849999998,0.010971536803844795,9,195710.04850000003,0.0,1,0,0.0,0,0,0,10.0,1.0
74349.34,74349.34,0.0,3,2000.0,72349.34,0,0,0.0,0,0,0,9.0,0.0
11364.51,314.6099999999999,0.9723164483114538,2,10640.0,724.51,0,0,0.0,10,10,0,13.0,5.0
211162.8991,192251.11910000004,0.08956014565344637,21,206462.8991,4700.0,1,0,0.0,0,0,0,13.0,8.0
620937.7638,620937.7638,0.0,11,201428.4239,419509.3399,0,0,0.0,0,0,0,13.0,4.0
21692.8,21692.8,0.0,6,3002.8,18690.0,0,0,0.0,0,0,0,13.0,0.0
656817.72,493446.0,0.2487322053369693,13,645417.72,11400.0,1,8,0.0,44,44,36,15.0,7.0
14169.23,14169.23,0.0,2,674.73,13494.5,0,0,0.0,0,0,0,8.0,0.0
117579.1543,115327.48430000001,0.019150248302134625,8,117579.15430000001,0.0,0,0,0.0,0,0,0,13.0,0.0
277292.3256,276586.5856,0.0025451119084270828,31,21608.2882,255684.0374,1,0,0.0,0,0,0,17.0,11.0
79756.0,79756.0,0.0,10,72556.0,7200.0,1,0,0.0,0,0,0,12.0,4.0
39077.11,36156.06999999999,0.07475066605488481,8,20276.71,18800.4,1,3,0.0,0,0,0,18.0,10.0
990638.5724,955526.3124,0.035444067067703845,32,942220.6024000003,48417.969999999994,1,0,0.0,0,0,0,18.0,15.0
11801.6074,6667.5574,0.4350297231544917,36,11801.607399999999,0.0,0,0,0.0,0,0,0,13.0,8.0
813.8321,211.45210000000003,0.7401772429472859,4,813.8321000000001,0.0,0,0,0.0,0,0,0,12.0,0.0
18559.25,18559.25,0.0,2,18559.25,0.0,0,0,0.0,0,0,0,16.0,6.0
122075.0,116909.15000000001,0.04231701822650011,8,104225.0,17850.0,0,0,0.0,0,0,0,15.0,1.0
177639.07,177639.07,0.0,7,39319.41,138319.66,1,0,0.0,0,0,0,11.0,0.0
1838927.0121,1790879.9721,0.026127758026204484,52,1830613.8721,8313.14,1,3,67060.22,0,0,0,13.0,9.0
122239.04,122239.04000000001,0.0,8,94283.84,27955.2,1,0,0.0,0,0,0,13.0,9.0
149023.0,148515.9,0.0034028304355703484,9,96253.0,52770.0,1,0,0.0,0,0,0,12.0,8.0
18604.9,18604.9,0.0,3,7345.9,11259.0,0,0,0.0,0,0,0,15.0,1.0
40600.54,40600.54,0.0,1,0.0,40600.54,0,0,0.0,0,0,0,12.0,0.0
22903.629999999997,22903.629999999997,0.0,2,22903.629999999997,0.0,1,0,5708.76,0,0,0,6.0,1.0
111727.21299999999,63389.043000000005,0.43264455186938194,9,35553.263000000006,76173.95,0,0,0.0,0,0,0,10.0,4.0
12065667.639999999,12065667.64,0.0,11,3497844.23,8567823.41,1,0,0.0,0,0,0,13.0,0.0
15692.996,13889.575999999997,0.11491878287613148,11,13607.996000000001,2085.0,1,0,0.0,0,0,0,13.0,2.0
1380.0,1380.0,0.0,1,1380.0,0.0,0,0,0.0,0,0,0,13.0,0.0
212070.996,212070.996,0.0,13,45187.416,166883.58000000002,0,0,0.0,0,0,0,17.0,10.0
78343.0,78343.0,0.0,6,39275.0,39068.0,0,0,0.0,0,0,0,13.0,3.0
600.0,-5.100000000000023,1.0085,1,600.0,0.0,0,0,0.0,0,0,0,10.0,0.0
459596.848,423428.62799999997,0.07869553535319285,18,261301.858,198294.99,1,4,0.0,34,30,0,10.0,7.0
349144.3857,318015.59570000006,0.08915735516580012,75,290192.5457,58951.84,0,0,0.0,0,0,0,13.0,0.0
1000.0,-14.200000000000045,1.0142,1,1000.0,0.0,0,0,0.0,0,0,0,9.0,0.0
73422.38,72465.7,0.013029814615107818,4,63702.380000000005,9720.0,1,0,0.0,0,0,0,14.0,0.0
283611.469,283611.46900000004,0.0,19,102302.379,181309.09,1,0,2111.32,0,0,0,17.0,15.0
5262188.66,5262188.66,0.0,12,190981.41,5071207.25,0,0,0.0,0,0,0,16.0,8.0
24000.0,-11183.04,1.46596,1,24000.0,0.0,0,0,0.0,24,0,0,8.0,0.0
683539.4122,658787.3422,0.0362116208052063,24,678179.2122,5360.2,1,0,271341.3,0,0,0,13.0,2.0
282066.9067,281878.1267,0.0006692738336751506,37,64080.40669999999,217986.5,1,0,0.0,0,0,0,19.0,11.0
46800.0,46800.0,0.0,4,46800.0,0.0,0,0,0.0,0,0,0,11.0,0.0
152576.2241,99366.52410000001,0.34874175392573487,35,83515.1741,69061.05,1,2,40490.76,0,0,0,17.0,9.0
192356.0475,172812.00749999998,0.10160346011476454,44,153086.13749999998,39269.909999999996,0,0,0.0,0,0,0,13.0,4.0
369060.9955,359018.42549999995,0.02721113886986196,87,334592.5355,34468.46,0,0,0.0,0,0,0,13.0,2.0
47821.2,47821.2,0.0,10,5041.0,42780.2,0,0,0.0,0,0,0,25.0,12.0
19150.7645,13474.1645,0.2964163649968125,26,14849.764500000001,4301.0,0,0,0.0,0,0,0,15.0,4.0
2201119.2800000003,2201119.2800000003,0.0,13,37501.450000000004,2163617.83,1,0,0.0,0,0,0,17.0,6.0
51090.0,51090.0,0.0,5,49620.0,1470.0,0,0,0.0,0,0,0,13.0,0.0
245380.0,243831.16,0.006312005868448936,6,245380.0,0.0,1,0,38732.05,0,0,0,9.0,3.0
230191.546,230191.54600000003,0.0,8,151591.316,78600.23,0,0,0.0,0,0,0,16.0,7.0
1795502.41,1795502.41,0.0,4,414346.7099999999,1381155.7,0,0,0.0,0,0,0,8.0,0.0
302884.0,302884.0,0.0,10,223584.0,79300.0,0,0,0.0,0,0,0,10.0,2.0
17800.0,17800.0,0.0,1,17800.0,0.0,0,0,0.0,0,0,0,11.0,0.0
23993.44,23993.44,0.0,3,22388.64,1604.8,1,0,0.0,0,0,0,8.0,0.0
187588.13,187588.13,0.0,9,169571.28,18016.85,0,0,0.0,0,0,0,7.0,2.0
1531774.4655,1531585.7555,0.00012319698770954607,17,773709.6455,758064.8200000001,1,0,0.0,0,0,0,12.0,6.0
1044026.4400000001,-210573.40000000005,1.2016935509794178,14,1044026.4400000002,0.0,1,49,0.0,104,98,88,10.0,2.0
10000.0,10000.0,0.0,1,10000.0,0.0,0,0,0.0,0,0,0,2.0,0.0
496922.29000000004,496922.29000000004,0.0,4,148328.22,348594.07,0,0,0.0,0,0,0,13.0,2.0
1240663.8813,1231144.8513000002,0.007672529315535252,56,373059.3913,867604.4899999999,0,0,0.0,0,0,0,17.0,7.0
50129.33,50129.329999999994,0.0,9,23718.800000000003,26410.53,0,0,0.0,0,0,0,15.0,2.0
7085987.5,7085987.5,0.0,13,1176091.54,5909895.96,1,0,0.0,0,0,0,13.0,4.0
1918.2,-1410.7299999999998,1.7354446877280783,1,1918.2,0.0,0,0,0.0,0,0,0,13.0,0.0
132529.68,132529.68,0.0,6,121413.12,11116.56,1,0,9381.74,0,0,0,4.0,0.0
114742.2696,114280.11959999999,0.0040277223172514275,11,60620.8196,54121.450000000004,1,0,0.0,0,0,0,12.0,4.0
3005134.588,424252.40800000005,0.8588241572626696,24,2480536.108,524598.48,1,100,0.0,100,100,50,16.0,11.0
9000.0,9000.0,0.0,2,9000.0,0.0,1,0,0.0,0,0,0,10.0,0.0
34564.0,19785.91,0.4275572850364541,3,34564.0,0.0,0,0,0.0,6,6,0,6.0,1.0
318339.84619999997,281401.21619999997,0.11603520715654603,12,318339.8462,0.0,1,0,8632.0,0,0,0,12.0,7.0
25810.75,25810.75,0.0,5,2200.0,23610.75,0,0,0.0,0,0,0,15.0,4.0
213268.28,213268.28,0.0,16,81540.0,131728.28,1,0,0.0,0,0,0,16.0,10.0
1000.0,1000.0,0.0,1,1000.0,0.0,1,0,0.0,0,0,0,13.0,0.0
35599.4,35599.4,0.0,16,23112.4,12487.0,0,0,0.0,0,0,0,19.0,6.0
80890.9773,64534.45730000001,0.20220450470438314,35,72863.2173,8027.76,0,0,0.0,0,0,0,22.0,13.0
32917.82,32917.82,0.0,7,26476.42,6441.4,0,0,0.0,0,0,0,13.0,4.0
55.0,55.0,0.0,1,55.0,0.0,0,0,0.0,0,0,0,9.0,0.0
185590.784,185590.78399999999,0.0,5,90151.424,95439.36,1,0,0.0,0,0,0,10.0,1.0
269988.0,241148.14,0.10681904380935449,8,263709.72,6278.28,0,0,0.0,23,16,16,10.0,5.0
2751177.625,2750377.625,0.0002907845690261457,27,276948.67500000005,2474228.95,1,0,0.0,0,0,0,25.0,20.0
91465.35,91465.35,0.0,9,46741.54,44723.81,1,0,0.0,0,0,0,13.0,2.0
218118.0,218118.0,0.0,2,218118.0,0.0,1,0,66802.15,0,0,0,9.0,2.0
143469.565,143469.565,0.0,17,12947.435,130522.13,0,0,0.0,0,0,0,19.0,11.0
800604.99,546469.4600000001,0.3174293605139783,26,800604.99,0.0,1,25,0.0,91,66,66,13.0,0.0
812360.6,23060.089999999975,0.9716134805159186,10,812360.5999999999,0.0,1,22,0.0,204,193,172,9.0,2.0
455136.604,455136.60400000005,0.0,23,254684.464,200452.14,1,0,0.0,0,0,0,15.0,10.0
119068.0,119068.0,0.0,5,119068.0,0.0,1,0,0.0,0,0,0,5.0,2.0
2137755.11,2137755.11,0.0,22,181375.27000000002,1956379.8399999999,1,0,0.0,0,0,0,15.0,5.0
248527.3929,235640.7929,0.05185182948901403,142,247377.89289999998,1149.5,1,0,0.0,0,0,0,13.0,1.0
223484.19,223484.18999999997,0.0,10,45375.92,178108.27,0,0,0.0,0,0,0,20.0,12.0
7992.5,7559.12,0.054223334375977476,3,2242.5,5750.0,0,0,0.0,3,3,0,13.0,0.0
129041.55,129041.54999999999,0.0,9,75219.57999999999,53821.97,1,0,0.0,0,0,0,13.0,7.0
1000.0,-341.48,1.34148,1,1000.0,0.0,0,0,0.0,0,0,0,13.0,0.0
221139.938,221139.938,0.0,9,119033.618,102106.31999999999,1,0,0.0,0,0,0,11.0,6.0
783759.42,783759.42,0.0,10,128382.34,655377.0800000001,1,0,0.0,0,0,0,13.0,7.0
408750.0,408750.0,0.0,6,408750.0,0.0,1,0,43837.2,0,0,0,11.0,3.0
352226.335,256757.5249999999,0.2710439297504543,24,236539.625,115686.71,1,80,0.0,101,101,20,17.0,15.0
18082.8969,3727.8169000000007,0.7938484679409968,9,15482.896899999998,2600.0,1,5,0.0,5,5,0,15.0,0.0
412939.92,124541.51999999999,0.6984028088153842,7,412939.92,0.0,1,8,0.0,140,120,0,10.0,1.0
5810018.6837,3846567.7137,0.33794228158137585,23,3368850.0936999996,2441168.59,1,17,0.0,59,59,40,13.0,10.0
100439.8399,98119.35990000001,0.023103182983070444,7,100439.8399,0.0,0,0,0.0,0,0,0,13.0,0.0
43000.0,43000.0,0.0,2,43000.0,0.0,0,0,0.0,0,0,0,13.0,0.0
66483.688,66483.688,0.0,5,66170.648,313.04,0,0,0.0,0,0,0,8.0,0.0
770982.2000000001,752345.1300000001,0.024173152116871172,13,101179.13999999998,669803.06,0,0,0.0,0,0,0,12.0,3.0
7506.799999999999,7506.799999999999,0.0,2,5223.4,2283.4,0,0,0.0,0,0,0,13.0,0.0
29650.66,29650.660000000003,0.0,5,12542.66,17108.0,0,0,0.0,0,0,0,13.0,11.0
23200.0,23200.0,0.0,6,12825.0,10375.0,1,0,0.0,0,0,0,11.0,3.0
42470.0,42470.0,0.0,3,40210.0,2260.0,0,0,0.0,0,0,0,15.0,0.0
47305.8,47305.8,0.0,9,35905.8,11400.0,0,0,0.0,0,0,0,14.0,2.0
8900.0,7276.6900000000005,0.1823943820224719,2,1000.0,7900.0,0,0,0.0,0,0,0,11.0,0.0
235029.1976,8350.496400000016,0.964470387146486,11,235029.1976,0.0,1,0,0.0,57,54,48,9.0,0.0
8273.78,8273.779999999999,0.0,5,6620.629999999999,1653.15,0,0,0.0,0,0,0,13.0,0.0
46759.444,46759.443999999996,0.0,3,15376.574,31382.87,0,0,0.0,0,0,0,13.0,0.0
723847.7631,707579.5931,0.022474573839019442,13,558334.2730999999,165513.49,0,0,0.0,9,0,0,11.0,0.0
9032.0,9032.0,0.0,6,2142.0,6890.0,0,0,0.0,0,0,0,16.0,0.0
803168.8038999999,765431.8239,0.04698511672360536,10,789168.8038999999,14000.0,1,39,0.0,39,39,0,16.0,12.0
71304.4336,68471.59360000001,0.03972880586769011,25,63823.473600000005,7480.96,0,0,0.0,0,0,0,17.0,7.0
8380.0,8380.0,0.0,3,6030.0,2350.0,1,0,0.0,0,0,0,13.0,0.0
120172.9359,107101.1459,0.10877482439871056,36,115763.68590000001,4409.25,1,2,0.0,0,0,0,10.0,0.0
2000.0,2000.0,0.0,2,2000.0,0.0,0,0,0.0,0,0,0,12.0,0.0
420888.268,420888.26800000004,0.0,3,48044.388,372843.88,0,0,0.0,0,0,0,13.0,3.0
6946181.75,6946181.75,0.0,12,1718456.82,5227724.930000001,0,0,0.0,0,0,0,15.0,4.0
7720.0,1660.9900000000002,0.7848458549222797,3,3320.0,4400.0,0,0,0.0,0,0,0,13.0,0.0
116634.6296,116172.47959999999,0.0039623737957153,10,113239.5396,3395.09,1,0,0.0,6,6,0,13.0,6.0
57065.26,57065.26,0.0,4,3585.63,53479.630000000005,0,0,0.0,0,0,0,15.0,0.0
6099.98,6099.98,0.0,1,6099.98,0.0,0,0,0.0,0,0,0,13.0,0.0
49503.39,49503.39,0.0,6,37868.67,11634.72,0,0,0.0,0,0,0,11.0,0.0
31152.4,31152.4,0.0,2,31152.4,0.0,0,0,0.0,0,0,0,11.0,0.0
822098.5599999999,822098.5599999999,0.0,17,334313.54,487785.02,1,0,0.0,0,0,0,15.0,8.0
300.0,300.0,0.0,1,300.0,0.0,0,0,0.0,0,0,0,11.0,0.0
794646.7254,794646.7254000001,0.0,8,111348.40539999999,683298.3200000001,1,0,0.0,0,0,0,23.0,14.0
257140.5593,205484.2693,0.2008873673628974,17,131543.7783,125596.781,1,0,0.0,0,0,0,16.0,13.0
695635.3421,660624.1475,0.05032981000405672,10,593561.2420999998,102074.1,1,10,14920.7,68,68,0,10.0,0.0
488718.306,451718.216,0.07570841841966935,26,399024.186,89694.12,1,0,0.0,20,0,0,16.0,10.0
14737.9198,2917.1798,0.8020629885636913,8,10362.141299999997,4375.7785,0,0,0.0,0,0,0,13.0,0.0
43248.0,43248.0,0.0,11,24768.0,18480.0,0,0,0.0,0,0,0,13.0,1.0
2000.0,2000.0,0.0,1,2000.0,0.0,0,0,0.0,0,0,0,12.0,0.0
31833.5,31833.5,0.0,8,22890.75,8942.75,0,0,0.0,0,0,0,13.0,2.0
126000.81,105015.27,0.1665508340779714,12,126000.81000000001,0.0,1,18,0.0,18,18,14,9.0,0.0
31753.35,31753.35,0.0,6,24766.0,6987.35,1,0,0.0,0,0,0,15.0,4.0
74078.6,69521.85,0.061512366594401076,5,66660.0,7418.6,1,0,0.0,0,0,0,9.0,0.0
45828.675500000005,45535.48550000001,0.006397522878443213,8,45011.0555,817.62,0,0,0.0,0,0,0,18.0,12.0
2022488.2149999999,2014845.7449999999,0.0037787463696049273,38,614414.345,1408073.87,1,0,0.0,0,0,0,15.0,6.0
28372.0,-1115.5199999999986,1.039317637107007,2,19550.0,8822.0,0,0,0.0,17,17,0,16.0,1.0
600.0,600.0,0.0,1,600.0,0.0,0,0,0.0,0,0,0,13.0,0.0
149949.55,149949.55,0.0,11,18102.0,131847.55,0,0,0.0,0,0,0,16.0,2.0
77347.026,70058.34599999999,0.09423348740001976,33,55569.486,21777.54,0,0,0.0,0,0,0,16.0,4.0
229769.4,229769.4,0.0,6,197744.9,32024.5,1,0,0.0,0,0,0,12.0,1.0
872166.0499999999,872166.05,0.0,29,156569.47,715596.58,1,0,0.0,0,0,0,17.0,13.0
7401.2786,5799.278600000001,0.21644908759413542,8,7401.278600000001,0.0,1,0,0.0,0,0,0,14.0,5.0
153508.87,153508.87,0.0,15,83584.19,69924.68,0,0,0.0,0,0,0,17.0,1.0
4400.0,-15.399999999999636,1.0034999999999998,1,4400.0,0.0,0,0,0.0,0,0,0,2.0,0.0
12645.6037,8290.5837,0.34439004284152913,10,12645.6037,0.0,0,0,0.0,0,0,0,14.0,0.0
29040.739999999998,29040.739999999998,0.0,2,24899.94,4140.8,1,0,0.0,0,0,0,17.0,9.0
492055.0686,489875.4686,0.00442958550595042,19,147987.43860000005,344067.63,1,0,76915.29000000001,0,0,0,13.0,0.0
60816.655999999995,60816.655999999995,0.0,7,12160.276,48656.38,0,0,0.0,0,0,0,11.0,0.0
214089.22,214089.22,0.0,5,129515.62,84573.6,0,0,0.0,0,0,0,10.0,0.0
900.0,-70.78999999999996,1.0786555555555555,2,900.0,0.0,0,0,0.0,0,0,0,11.0,2.0
372747.1616,271122.61159999995,0.2726366837074796,49,356347.1616,16400.0,0,0,0.0,18,18,0,15.0,0.0
612591.35,612591.35,0.0,9,361535.32,251056.03000000003,1,0,0.0,0,0,0,13.0,9.0
133575.2407,131995.48070000001,0.011826742678667694,13,85020.9807,48554.26,1,0,0.0,8,8,0,14.0,10.0
13600.0,13600.0,0.0,1,13600.0,0.0,0,0,0.0,0,0,0,2.0,0.0
221771.9916,207609.00159999996,0.06386284353501744,32,192381.3916,29390.6,1,0,0.0,0,0,0,15.0,7.0
926285.1939,377111.4039,0.5928776510912122,47,926285.1939000001,0.0,0,0,0.0,162,144,88,11.0,2.0
1500.0,1500.0,0.0,1,0.0,1500.0,0,0,0.0,0,0,0,14.0,0.0
665983.85,44620.40999999997,0.9330007627061827,16,665983.85,0.0,1,10,0.0,72,72,72,8.0,0.0
104450.0,104450.0,0.0,6,104450.0,0.0,1,0,0.0,0,0,0,13.0,0.0
2825865.32,-152573.01999999996,1.0539916106122142,22,2820727.54,5137.78,1,294,0.0,378,378,205,8.0,0.0
293025.44,293025.44,0.0,21,265592.69,27432.749999999996,1,0,0.0,0,0,0,18.0,9.0
1053934.844,1053934.844,0.0,18,420373.53400000004,633561.31,0,0,0.0,0,0,0,14.0,3.0
18634.0,18634.0,0.0,6,7650.0,10984.0,0,0,0.0,0,0,0,13.0,0.0
88854.1656,83926.22559999999,0.05546099011479548,41,87700.46560000001,1153.7,0,0,0.0,0,0,0,17.0,3.0
72040.0,63555.19,0.11777915047196001,6,72040.0,0.0,1,9,0.0,6,6,0,13.0,0.0
523462.5392,78159.15919999997,0.8506881517836034,18,523462.5392,0.0,1,60,0.0,102,70,11,9.0,7.0
182188.6517,172616.2917,0.05254092343667092,71,167068.65169999996,15120.0,0,0,0.0,0,0,0,13.0,0.0
584185.3197,581859.9297000001,0.0039805690447582125,12,246518.3897,337666.93,1,0,0.0,0,0,0,12.0,3.0
204901.613,187527.443,0.0847927439204688,150,182426.343,22475.27,0,0,0.0,0,0,0,13.0,7.0
70204.78,68234.8,0.028060482491363125,5,70204.78,0.0,0,0,1528.26,2,2,0,9.0,5.0
537568.3871,530207.9271,0.013692136994340754,36,419635.67709999986,117932.71,0,0,0.0,0,0,0,13.0,2.0
137740.444,127704.21399999999,0.07286334869081733,21,137740.44400000002,0.0,0,0,0.0,0,0,0,12.0,1.0
277858.526,277858.52599999995,0.0,9,143820.596,134037.93,0,0,0.0,0,0,0,13.0,0.0
129368.73,129368.73,0.0,9,92094.58,37274.15,1,0,0.0,0,0,0,20.0,7.0
29616.260000000002,29616.260000000002,0.0,14,5819.0599999999995,23797.2,0,0,0.0,0,0,0,17.0,4.0
181161.83,181161.83000000002,0.0,21,57934.479999999996,123227.35,0,0,0.0,0,0,0,17.0,3.0
2192.8,2192.8,0.0,3,500.0,1692.8,0,0,0.0,0,0,0,10.0,0.0
30407.61,30407.61,0.0,5,15167.61,15240.0,0,0,0.0,0,0,0,15.0,2.0
32740.800000000003,32740.800000000003,0.0,1,32740.800000000003,0.0,0,0,0.0,0,0,0,8.0,0.0
900.0,-25.139999999999986,1.0279333333333334,1,900.0,0.0,0,0,0.0,0,0,0,9.0,0.0
5469.6720000000005,4548.172,0.1684744533127398,4,5469.672,0.0,0,0,0.0,0,0,0,9.0,0.0
13809.9734,2933.3433999999997,0.7875923931902723,10,10424.545900000001,3385.4275,0,0,0.0,0,0,0,15.0,5.0
20383.3073,20308.2873,0.0036804625910732353,5,4865.1073,15518.2,0,0,0.0,0,0,0,17.0,2.0
289687.1213,278140.2113,0.03985993560287419,18,289408.8413,278.28,1,0,0.0,11,11,7,12.0,3.0
16000.0,16000.0,0.0,1,16000.0,0.0,0,0,0.0,0,0,0,10.0,0.0
164626.56,164626.56,0.0,4,65640.96,98985.6,1,0,0.0,0,0,0,13.0,4.0
67973.7891,61728.9891,0.0918707060866201,13,62480.0,5493.7891,0,0,0.0,0,0,0,15.0,2.0
130746.55,130746.54999999999,0.0,6,124101.55,6645.0,1,0,0.0,0,0,0,14.0,0.0
117171.2504,-37880.98959999998,1.3232959405202356,3,117171.25039999999,0.0,0,0,0.0,34,0,0,11.0,1.0
8460.0,8460.0,0.0,6,2465.0,5995.0,0,0,0.0,0,0,0,20.0,6.0
2507.0,474.80000000000007,0.8106102911846829,5,857.0,1650.0,0,0,0.0,0,0,0,15.0,2.0
57742.16,57742.159999999996,0.0,6,41960.2,15781.96,1,0,0.0,0,0,0,9.0,0.0
144295.62,143584.28,0.004929740764134074,9,125663.35999999999,18632.260000000002,1,2,0.0,2,2,0,16.0,2.0
234369.38499999998,234369.38499999995,0.0,3,196707.03499999997,37662.35,1,0,0.0,0,0,0,17.0,0.0
1406718.7465,1318081.7665,0.06300973824407623,102,1272538.9864999999,134179.76,1,0,3186.93,0,0,0,13.0,4.0
6000.0,6000.0,0.0,1,6000.0,0.0,0,0,0.0,0,0,0,7.0,0.0
2785.068,2785.068,0.0,2,253.188,2531.88,0,0,0.0,0,0,0,15.0,0.0
73548.0372,26209.517200000002,0.6436408339664024,15,43394.777599999994,30153.259599999998,1,4,0.0,0,0,0,12.0,3.0
292736.0,292736.0,0.0,4,292736.0,0.0,1,0,0.0,0,0,0,9.0,0.0
193984.0,171037.52,0.11829058066644671,7,193984.0,0.0,1,11,10280.039999999999,0,0,0,8.0,3.0
690859.9261,596435.1578,0.1366771536931385,14,690859.9261,0.0,1,0,0.0,21,21,10,11.0,1.0
7900.0,7900.0,0.0,3,7900.0,0.0,0,0,0.0,0,0,0,14.0,2.0
136054.81,136054.81,0.0,9,74540.0,61514.81,0,0,0.0,0,0,0,16.0,0.0
239226.682,239226.682,0.0,7,147084.97199999998,92141.70999999999,1,0,0.0,0,0,0,11.0,2.0
4798467.61,4798467.609999999,0.0,23,129375.42,4669092.1899999995,0,0,0.0,0,0,0,19.0,9.0
122884.0,122884.0,0.0,4,122884.0,0.0,0,0,0.0,0,0,0,13.0,0.0
40180.0,40180.0,0.0,4,500.0,39680.0,0,0,0.0,0,0,0,12.0,0.0
175096.8765,170296.8765,0.027413395920857557,35,175096.8765,0.0,1,0,0.0,9,0,0,13.0,0.0
353189.59,353189.5900000001,0.0,15,209144.33,144045.26,1,0,0.0,0,0,0,13.0,4.0
447586.58,350164.57999999996,0.21766068142615003,3,447586.57999999996,0.0,0,0,0.0,42,0,0,8.0,4.0
608.2,245.00000000000003,0.5971719829003617,2,140.35,467.85,0,0,0.0,0,0,0,11.0,0.0
54889.92,54889.92,0.0,4,53941.479999999996,948.44,1,0,0.0,0,0,0,10.0,0.0
64783.12,63776.41,0.015539696143069368,6,64783.12,0.0,0,0,0.0,0,0,0,8.0,7.0
15510.0,15510.0,0.0,2,15510.0,0.0,0,0,0.0,0,0,0,13.0,9.0
112228.0398,98788.3698,0.11975322765995594,13,112228.03980000001,0.0,0,0,0.0,0,0,0,14.0,0.0
636998.7072,624291.4972000001,0.019948564818688532,56,636998.7072000001,0.0,1,0,16761.94,0,0,0,10.0,2.0
173780.0,173780.0,0.0,3,173780.0,0.0,0,0,0.0,0,0,0,8.0,0.0
174171.8843,172681.4643,0.008557179053266981,14,120469.0949,53702.7894,1,0,0.0,0,0,0,15.0,0.0
415724.572,392883.152,0.054943637057854745,26,415724.5719999999,0.0,1,0,0.0,16,8,0,9.0,0.0
94035.38,90674.51000000002,0.03574048406036111,12,75263.78,18771.6,1,3,0.0,0,0,0,18.0,9.0
455728.2757,181348.60569999996,0.602068567236808,47,455449.9957,278.28,0,0,0.0,57,41,34,14.0,6.0
